file_path,date,importance
001-159770.json,2016-01-07,3
001-159769.json,2016-01-07,3
001-160270.json,2016-01-19,3
001-160212.json,2016-01-19,3
001-160377.json,2016-01-28,3
001-160314.json,2016-02-02,3
001-160318.json,2016-02-04,3
001-160428.json,2016-02-11,3
001-160623.json,2016-02-16,3
001-160620.json,2016-02-16,3
001-161528.json,2016-03-22,3
001-161735.json,2016-03-31,3
001-161982.json,2016-04-12,3
001-162868.json,2016-05-17,3
001-162855.json,2016-05-19,3
001-163352.json,2016-05-31,3
001-163358.json,2016-06-02,3
001-163454.json,2016-06-07,3
001-163437.json,2016-06-09,3
001-164449.json,2016-06-21,3
001-164526.json,2016-06-23,3
001-164453.json,2016-07-05,3
001-164659.json,2016-07-12,3
001-166691.json,2016-09-15,3
001-166738.json,2016-09-20,3
001-166925.json,2016-10-04,3
001-167538.json,2016-10-06,3
001-167126.json,2016-10-13,3
001-167490.json,2016-10-18,3
001-168703.json,2016-11-17,3
001-169214.json,2016-12-08,3
001-169481.json,2016-12-13,3
001-170390.json,2017-01-17,3
001-170858.json,2017-02-07,3
001-171101.json,2017-02-14,3
001-172091.json,2017-03-14,3
001-171974.json,2017-03-16,3
001-172561.json,2017-04-06,3
001-174314.json,2017-06-01,3
001-175138.json,2017-07-11,3
001-175657.json,2017-07-25,3
001-176970.json,2017-09-07,3
001-178351.json,2017-11-07,3
001-178500.json,2017-11-14,3
001-178921.json,2017-11-16,3
001-178904.json,2017-11-28,3
001-178877.json,2017-11-30,3
001-179420.json,2017-12-12,3
001-179573.json,2017-12-19,3
001-179867.json,2018-01-11,3
001-180499.json,2018-01-30,3
001-180554.json,2018-02-06,3
001-180832.json,2018-02-13,3
001-181202.json,2018-02-27,3
001-181372.json,2018-02-27,3
001-181876.json,2018-03-27,3
001-181875.json,2018-03-27,3
001-181858.json,2018-04-05,3
001-182445.json,2018-04-26,3
001-183685.json,2018-05-31,3
001-183537.json,2018-06-12,3
001-183555.json,2018-06-14,3
001-185229.json,2018-07-26,3
001-185307.json,2018-08-28,3
001-185311.json,2018-08-28,3
001-186114.json,2018-09-20,3
001-186689.json,2018-10-09,3
001-187419.json,2018-10-23,3
001-187186.json,2018-10-25,3
001-187476.json,2018-10-30,3
001-187482.json,2018-10-30,3
001-187742.json,2018-11-08,3
001-187919.json,2018-12-04,3
001-188991.json,2019-01-10,3
001-190028.json,2019-02-19,3
001-191366.json,2019-03-07,3
001-191702.json,2019-03-12,3
001-191909.json,2019-03-28,3
001-193083.json,2019-05-23,3
001-193590.json,2019-05-28,3
001-193614.json,2019-06-11,3
001-193736.json,2019-06-20,3
001-194188.json,2019-07-04,3
001-194294.json,2019-07-11,3
001-194439.json,2019-07-18,3
001-195605.json,2019-09-10,3
001-196416.json,2019-10-08,3
001-198477.json,2019-11-19,3
001-198637.json,2019-11-26,3
001-199075.json,2019-12-03,3
001-200433.json,2020-01-23,3
001-200436.json,2020-01-30,3
001-200838.json,2020-02-11,3
001-201533.json,2020-02-18,3
001-201331.json,2020-02-25,3
001-203188.json,2020-06-25,3
001-204154.json,2020-09-01,3
001-204604.json,2020-09-17,3
001-204816.json,2020-10-08,3
001-204812.json,2020-10-08,3
001-205060.json,2020-10-13,3
001-205373.json,2020-10-27,3
001-205818.json,2020-11-10,3
001-206149.json,2020-11-17,3
001-206155.json,2020-11-19,3
001-206411.json,2020-11-24,3
001-206514.json,2020-12-17,3
001-207418.json,2021-01-21,3
001-208015.json,2021-02-25,3
001-208245.json,2021-03-02,3
001-208598.json,2021-03-18,3
001-208756.json,2021-03-25,3
001-209444.json,2021-04-13,3
001-209325.json,2021-04-22,3
001-210075.json,2021-05-25,3
001-210281.json,2021-06-03,3
001-210486.json,2021-06-08,3
001-210407.json,2021-06-17,3
001-210866.json,2021-07-06,3
001-210854.json,2021-07-08,3
001-211025.json,2021-07-13,3
001-211016.json,2021-07-13,3
001-211123.json,2021-07-22,3
001-211595.json,2021-08-31,3
001-211785.json,2021-09-14,3
001-212012.json,2021-09-21,3
001-211828.json,2021-09-23,3
001-211933.json,2021-10-12,3
001-212137.json,2021-10-14,3
001-212139.json,2021-10-14,3
001-212158.json,2021-10-14,3
001-212366.json,2021-10-19,3
001-212693.json,2021-10-26,3
001-212691.json,2021-10-26,3
001-212829.json,2021-11-02,3
001-213208.json,2021-11-16,3
001-213369.json,2021-11-23,3
001-213367.json,2021-11-23,3
001-213855.json,2021-11-25,3
001-213529.json,2021-12-02,3
001-213859.json,2021-12-07,3
001-213896.json,2021-12-14,3
001-213869.json,2021-12-14,3
001-214677.json,2022-01-11,3
001-215164.json,2022-01-18,3
001-215358.json,2022-02-03,3
001-215388.json,2022-02-03,3
001-215475.json,2022-02-08,3
001-216156.json,2022-03-08,3
001-216158.json,2022-03-08,3
001-216356.json,2022-03-24,3
