file_path,date,importance
001-159782.json,2016-01-07,2
001-160692.json,2016-02-02,2
001-161379.json,2016-03-15,2
001-161416.json,2016-03-17,2
001-161543.json,2016-03-24,2
001-161760.json,2016-03-29,2
001-161983.json,2016-04-12,2
001-162199.json,2016-04-26,2
001-163222.json,2016-05-19,2
001-163100.json,2016-05-24,2
001-163344.json,2016-05-31,2
001-164715.json,2016-06-30,2
001-165758.json,2016-09-01,2
001-166487.json,2016-09-06,2
001-172440.json,2017-03-30,2
001-172460.json,2017-04-04,2
001-199515.json,2019-12-10,2
001-200448.json,2020-01-30,2
001-201432.json,2020-02-13,2
001-201761.json,2020-03-03,2
001-206212.json,2020-11-10,2
001-207385.json,2021-01-21,2
001-209033.json,2021-04-06,2
001-210065.json,2021-05-07,2
001-211018.json,2021-07-13,2
001-211127.json,2021-07-22,2
